"","site","year_mo","year","plotID","easting","northing","latitude","longitude","Dominant_NLCD_Classes","NLCD_Classes_Abb","shannon_exotic","evenness_exotic","nspp_exotic","shannon_notexotic","evenness_notexotic","nspp_notexotic","shannon_native","evenness_native","nspp_native","shannon_unknown","evenness_unknown","nspp_unknown","rel_cover_native","rel_cover_unknown","rel_cover_exotic","cover_native","cover_unknown","cover_exotic","rel_cover_notexotic","cover_notexotic","shannon_total","evenness_total","nspp_total","shannon_family","evenness_family","nfamilies","scale","invaded","turnover","nestedness","mean.max.canopy.ht.aop","max.canopy.ht.aop","rumple.aop","deepgap.fraction.aop","cover.fraction.aop","top.rugosity.aop","vert.sd.aop","vertCV.aop","sd.sd.aop","entropy.aop","GFP.AOP.aop","VAI.AOP.aop","VCI.AOP.aop","q25.aop","q50.aop","ID2","system.index","easting","first","northing","plotID","site","year","year_mo",".geo","p_IDn","plotID","pointID","country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotSize","plotDim","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","coordSrc","date","gpsLogs","plotPdop","plotHdop","appMods","plotEdge","p_IDn","ID2"
"2072","TALL","2016-05",2016,"TALL_003",461154.634,3639560.634,32.893534,-87.415333,"Deciduous Forest, Evergreen Forest, Mixed Forest","DEM",0,0,0,2.403183958,0.034331199,70,2.328824277,0.034758571,67,0.545594574,0.272797287,2,0.981104113,0.018895887,0,55.16666667,1.0625,0,1,56.41666667,2.403183958,0.034331199,70,2.016100125,0.065035488,31,"plot","not_invaded",0.842857143,0.02923588,2.456393229,23.214,2.099221224,0.129251701,0.870748299,5.899991029,7.966981495,0.582256075,NA,0.599349654,0.931076729,3.384259257,0.599349654,9.00125,16.912,"2016TALL_003461154.634","0000000000000000004e",461154.634,71,3639560.634,"TALL_003","TALL",2016,"2016-05","{""type"":""Point"",""coordinates"":[-87.41533414974441,32.89353546387422]}","TALL_003461154.6343639560.634","TALL_003","41","unitedStates","AL","Bibb","Ozarks Complex","D08","Talladega National Forest NEON","TALL","distributed","basePlot",NA,1600,"40m x 40m",32.893534,-87.415333,"WGS84","16N",461154.634,3639560.634,0.23,120.8,0.34,114.45,126.08,5.03,182.5,"mixedForest","Ultisols","GeoXH 6000",20140324,317,6.9,4,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40,"TALL_003461154.6343639560.634","2016TALL_003461154.634"
"2050","TALL","2016-05",2016,"TALL_016",461217.644,3648082.851,32.970408,-87.415018,"Deciduous Forest, Evergreen Forest, Mixed Forest","DEM",0,0,0,2.864963356,0.05116006,56,2.799094534,0.052813104,53,0.970069833,0.323356611,3,0.977804439,0.022195561,0,33.95833333,0.770833333,0,1,34.72916667,2.864963356,0.05116006,56,2.48594093,0.099437637,25,"plot","not_invaded",0.784313725,0.098457145,18.73499743,29.268,4.217841123,0.117913832,0.882086168,7.782853724,8.006457613,0.442848638,4.452799309,0.662051758,0.931898162,4.196768254,0.662051758,15.45,20.401,"2016TALL_016461217.644","0000000000000000004f",461217.644,41,3648082.851,"TALL_016","TALL",2016,"2016-05","{""type"":""Point"",""coordinates"":[-87.41501755356963,32.97040590693458]}","TALL_016461217.6443648082.851","TALL_016","41","unitedStates","AL","Bibb","Ozarks Complex","D08","Talladega National Forest NEON","TALL","distributed","basePlot",NA,1600,"40m x 40m",32.970408,-87.415018,"WGS84","16N",461217.644,3648082.851,0.12,103.6,0.15,97.84,108.18,0,0,"evergreenForest","Entisols","GeoXH 6000",20140320,356,6.8,4.8,"cdw|cfc|dhp|div|hbp|vst",40,"TALL_016461217.6443648082.851","2016TALL_016461217.644"
"2056","TALL","2016-05",2016,"TALL_023",461485.033,3643555.07,32.929576,-87.411967,"Deciduous Forest, Evergreen Forest, Mixed Forest","DEM",0.693147181,0.34657359,2,2.304634412,0.041902444,55,2.224570146,0.043619022,51,1.021838685,0.255459671,4,0.975982533,0.022270742,0.001746725,46.5625,1.0625,0.083333333,0.998253275,47.625,2.314656511,0.040608009,57,2.0688991,0.066738681,31,"plot","invaded",0.868571429,0.020851648,18.65425316,28.962,2.750042854,0.10430839,0.89569161,5.043787328,6.555399758,0.430240732,1.684582883,0.709510319,0.911834558,5.520305921,0.709510319,11.728,15.57,"2016TALL_023461485.033","00000000000000000050",461485.033,41,3643555.07,"TALL_023","TALL",2016,"2016-05","{""type"":""Point"",""coordinates"":[-87.41196752844907,32.929573918588176]}","TALL_023461485.0333643555.07","TALL_023","41","unitedStates","AL","Bibb","Ozarks Complex","D08","Talladega National Forest NEON","TALL","distributed","basePlot",NA,1600,"40m x 40m",32.929576,-87.411967,"WGS84","16N",461485.033,3643555.07,0.14,110.92,0.2,107.58,117.99,7.13,111.1,"deciduousForest","Entisols","GeoXH 6000",20141020,354,6.5,3.5,"div",40,"TALL_023461485.0333643555.07","2016TALL_023461485.033"
"2051","TALL","2016-05",2016,"TALL_017",461785.879,3641390.264,32.91006,-87.40866,"Deciduous Forest, Evergreen Forest, Mixed Forest","DEM",0,0,0,2.906579585,0.055895761,52,2.83451637,0.060308859,47,1.494365083,0.298873017,5,0.979674797,0.020325203,0,15.0625,0.3125,0,1,15.375,2.906579585,0.055895761,52,2.397518395,0.0998966,24,"plot","not_invaded",0.823880597,0.048136757,16.66690404,29.572,3.351906247,0.102040816,0.897959184,8.491092221,7.564612698,0.462350137,4.023694044,0.738084152,0.902341057,6.123727826,0.738084152,11.225,15.672,"2016TALL_017461785.879","00000000000000000051",461785.879,42,3641390.264,"TALL_017","TALL",2016,"2016-05","{""type"":""Point"",""coordinates"":[-87.40865887546741,32.9100608923783]}","TALL_017461785.8793641390.264","TALL_017","41","unitedStates","AL","Bibb","Ozarks Complex","D08","Talladega National Forest NEON","TALL","distributed","basePlot",NA,1600,"40m x 40m",32.91006,-87.40866,"WGS84","16N",461785.879,3641390.264,0.13,120.93,0.24,113.22,122.83,10.54,353.6,"mixedForest","Entisols","GeoXH 6000",20140320,316,6.4,3.2,"cdw|cfc|dhp|div|hbp|vst",40,"TALL_017461785.8793641390.264","2016TALL_017461785.879"
"2054","TALL","2016-05",2016,"TALL_021",461908.337,3645830.764,32.950118,-87.407534,"Deciduous Forest, Evergreen Forest, Mixed Forest","DEM",0,0,0,2.515099236,0.062877481,40,2.457340645,0.066414612,37,0.753442461,0.251147487,3,0.982742961,0.017257039,0,22.54166667,0.395833333,0,1,22.9375,2.515099236,0.062877481,40,1.844974178,0.102498565,18,"plot","not_invaded",0.803030303,0.06155303,16.94610853,25.329,3.840703926,0.12244898,0.87755102,7.28147335,7.100469276,0.422061381,3.201909124,0.597577972,0.923654066,4.285285641,0.597577972,15.25275,19.342,"2016TALL_021461908.337","00000000000000000052",461908.337,90,3645830.764,"TALL_021","TALL",2016,"2016-05","{""type"":""Point"",""coordinates"":[-87.40753518200194,32.9501169971414]}","TALL_021461908.3373645830.764","TALL_021","41","unitedStates","AL","Bibb","Ozarks Complex","D08","Talladega National Forest NEON","TALL","distributed","basePlot",NA,1600,"40m x 40m",32.950118,-87.407534,"WGS84","16N",461908.337,3645830.764,0.12,117.65,0.2,111.48,128.05,12.68,13.2,"evergreenForest","Entisols","GeoXH 6000",20140401,308,5.7,4.5,"div",40,"TALL_021461908.3373645830.764","2016TALL_021461908.337"
"2070","TALL","2016-05",2016,"TALL_030",462295.036,3646313.792,32.954489,-87.403417,"Deciduous Forest, Evergreen Forest, Mixed Forest","DEM",0,0,1,2.533502024,0.072385772,35,2.475273278,0.075008281,33,0.295439192,0.147719596,2,0.97582205,0.022243714,0.001934236,21.02083333,0.479166667,0.041666667,0.998065764,21.5,2.542619186,0.070628311,36,2.244017621,0.097565984,23,"plot","invaded",0.797250859,0.04499513,21.29374242,35.096,2.971971333,0.102040816,0.897959184,7.842074008,7.833456185,0.435794738,1.776773718,0.749244645,0.908112855,7.144452199,0.749244645,12.708,16.337,"2016TALL_030462295.036","00000000000000000053",462295.036,43,3646313.792,"TALL_030","TALL",2016,"2016-05","{""type"":""Point"",""coordinates"":[-87.40341497262855,32.95448691617378]}","TALL_030462295.0363646313.792","TALL_030","41","unitedStates","AL","Bibb","Ozarks Complex","D08","Talladega National Forest NEON","TALL","distributed","basePlot",NA,1600,"40m x 40m",32.954489,-87.403417,"WGS84","16N",462295.036,3646313.792,0.13,92.55,0.13,88.27,100.96,5.48,203.9,"mixedForest","Entisols","GeoXH 6000",20140320,308,3.7,2,"div",40,"TALL_030462295.0363646313.792","2016TALL_030462295.036"
"2077","TALL","2016-05",2016,"TALL_012",462837.221,3642382.273,32.919044,-87.397457,"Deciduous Forest, Evergreen Forest, Mixed Forest","DEM",0.562335145,0.281167572,2,2.301334502,0.06219823,37,2.28078536,0.065165296,35,0.693147181,0.34657359,2,0.987473904,0.004175365,0.008350731,19.70833333,0.083333333,0.166666667,0.991649269,19.79166667,2.335089992,0.059874102,39,1.970155091,0.089552504,22,"plot","invaded",0.85620915,0.029801212,20.12352273,28.513,3.842413107,0.102040816,0.897959184,7.105248548,7.944535633,0.430478421,2.866055651,0.674378685,0.920032919,4.746470565,0.674378685,14.421,21.394,"2016TALL_012462837.221","00000000000000000054",462837.221,41,3642382.273,"TALL_012","TALL",2016,"2016-05","{""type"":""Point"",""coordinates"":[-87.39745761362116,32.91904598100099]}","TALL_012462837.2213642382.273","TALL_012","41","unitedStates","AL","Bibb","Ozarks Complex","D08","Talladega National Forest NEON","TALL","distributed","basePlot",NA,1600,"40m x 40m",32.919044,-87.397457,"WGS84","16N",462837.221,3642382.273,0.14,136.19,0.15,130.95,136.26,4.8,319.4,"mixedForest","Entisols","GeoXH 6000",20140321,334,4.6,3,"cdw|cfc|dhp|div|hbp|vst",40,"TALL_012462837.2213642382.273","2016TALL_012462837.221"
"2092","TALL","2016-05",2016,"TALL_044",462837.441,3646132.118,32.952869,-87.397606,"Deciduous Forest, Evergreen Forest, Mixed Forest","DEM",0.673011667,0.336505834,2,3.074950126,0.043309157,71,3.005431647,0.04355698,69,0.532095533,0.266047767,2,0.952580195,0.040446304,0.006973501,28.45833333,1.208333333,0.208333333,0.993026499,29.66666667,3.099777215,0.042462702,73,2.525781072,0.093547447,27,"plot","invaded",0.845360825,0.022729628,13.75545918,20.441,3.081089504,0.111111111,0.888888889,4.318965016,5.781183042,0.486985802,2.508601765,0.60865469,0.907010351,3.988282058,0.60865469,9.088,13.381,"2016TALL_044462837.441","00000000000000000055",462837.441,42,3646132.118,"TALL_044","TALL",2016,"2016-05","{""type"":""Point"",""coordinates"":[-87.39760476395591,32.952868262491386]}","TALL_044462837.4413646132.118","TALL_044","41","unitedStates","AL","Bibb","Ozarks Complex","D08","Talladega National Forest NEON","TALL","tower","basePlot",NA,1600,"40m x 40m",32.952869,-87.397606,"WGS84","16N",462837.441,3646132.118,0.14,129.14,0.16,122.3,134.38,12.79,16,"evergreenForest","Entisols","GeoXH 6000",20141201,306,2.6,1.3,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40,"TALL_044462837.4413646132.118","2016TALL_044462837.441"
"NA.139","TALL","2016-05",2016,"TALL_005",462839.4,3639953.572,32.897137,-87.397336,"Deciduous Forest, Evergreen Forest, Mixed Forest","DEM",0,0,1,3.467607589,0.038961883,89,3.338284594,0.04279852,78,1.701395361,0.170139536,10,0.942528736,0.056426332,0.001044932,37.58333333,2.25,0.041666667,0.998956159,39.875,3.472197065,0.038579967,90,2.84935202,0.0712338,40,"plot","invaded",0.884057971,0.011707501,9.514913486,30.174,3.575010519,0.108843537,0.891156463,11.97409291,9.38540531,0.476182705,4.590111698,0.644982964,0.927452704,4.488045128,0.644982964,18.424,22.988,"2016TALL_005462839.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2074","TALL","2016-05",2016,"TALL_025",462929.959,3640222.598,32.899566,-87.396378,"Deciduous Forest, Evergreen Forest, Mixed Forest","DEM",0,0,0,2.632016408,0.044610448,59,2.599626136,0.046421895,56,0.79631164,0.265437213,3,0.991926182,0.008073818,0,35.83333333,0.291666667,0,1,36.125,2.632016408,0.044610448,59,2.376114189,0.069885711,34,"plot","not_invaded",0.803738318,0.066096393,21.09879016,32.074,3.383928587,0.124716553,0.875283447,6.987856394,8.396041178,0.476889083,3.087221971,0.738093267,0.923888016,4.969323043,0.738093267,12.505,19.041,"2016TALL_025462929.959","00000000000000000057",462929.959,71,3640222.598,"TALL_025","TALL",2016,"2016-05","{""type"":""Point"",""coordinates"":[-87.39637851116622,32.899564168498486]}","TALL_025462929.9593640222.598","TALL_025","41","unitedStates","AL","Bibb","Ozarks Complex","D08","Talladega National Forest NEON","TALL","distributed","basePlot",NA,1600,"40m x 40m",32.899566,-87.396378,"WGS84","16N",462929.959,3640222.598,0.12,114.54,0.17,108.69,116.62,3.49,119.1,"mixedForest","Entisols","GeoXH 6000",20141023,347,10,3.8,"cdw|cfc|dhp|div|hbp|vst",40,"TALL_025462929.9593640222.598","2016TALL_025462929.959"
"2073","TALL","2016-05",2016,"TALL_018",463555.492,3642082.971,32.916368,-87.389763,"Deciduous Forest, Evergreen Forest, Mixed Forest","DEM",0,0,0,2.381827273,0.062679665,38,2.315466148,0.066156176,35,0.892117871,0.297372624,3,0.981283422,0.018716578,0,15.29166667,0.291666667,0,1,15.58333333,2.381827273,0.062679665,38,1.874923873,0.098680204,19,"plot","not_invaded",0.861538462,0.032266848,22.63591005,26.906,2.686388909,0.142857143,0.857142857,4.214129473,9.248489062,0.494430648,4.372094227,0.535911786,0.936363824,3.606030335,0.535911786,18.97825,23.0865,"2016TALL_018463555.492","00000000000000000058",463555.492,42,3642082.971,"TALL_018","TALL",2016,"2016-05","{""type"":""Point"",""coordinates"":[-87.3897612052029,32.91636606126786]}","TALL_018463555.4923642082.971","TALL_018","41","unitedStates","AL","Bibb","Ozarks Complex","D08","Talladega National Forest NEON","TALL","distributed","basePlot",NA,1600,"40m x 40m",32.916368,-87.389763,"WGS84","16N",463555.492,3642082.971,0.13,126.48,0.18,119.97,131.01,5.88,18.7,"evergreenForest","Entisols","GeoXH 6000",20141023,314,6.7,1.9,"cdw|cfc|dhp|div|hbp|vst",40,"TALL_018463555.4923642082.971","2016TALL_018463555.492"
"2062","TALL","2016-05",2016,"TALL_031",463616.688,3640192.479,32.899318,-87.389034,"Deciduous Forest, Evergreen Forest, Mixed Forest","DEM",0,0,0,2.844446979,0.038438473,74,2.769150841,0.039559298,70,0.779225952,0.194806488,4,0.969830295,0.030169705,0,32.14583333,1,0,1,33.14583333,2.844446979,0.038438473,74,2.446466627,0.069899046,35,"plot","not_invaded",0.831395349,0.054655732,16.49852381,29.88,3.620319904,0.142857143,0.857142857,8.508177652,8.209203486,0.5144909,4.835612496,0.701482202,0.931753074,4.182134498,0.701482202,11.27225,16.2745,"2016TALL_031463616.688","00000000000000000059",463616.688,42,3640192.479,"TALL_031","TALL",2016,"2016-05","{""type"":""Point"",""coordinates"":[-87.38903437173119,32.89931891794055]}","TALL_031463616.6883640192.479","TALL_031","41","unitedStates","AL","Bibb","Ozarks Complex","D08","Talladega National Forest NEON","TALL","distributed","basePlot",NA,1600,"40m x 40m",32.899318,-87.389034,"WGS84","16N",463616.688,3640192.479,0.1,133.99,0.12,133.99,144.74,12.57,64.2,"evergreenForest","Entisols","GeoXH 6000",20140326,302,3.4,1.6,"div",40,"TALL_031463616.6883640192.479","2016TALL_031463616.688"
"2136","TEAK","2017-07",2017,"TEAK_029",319293.484,4098322.126,37.013711,-119.031203,"Evergreen Forest, Shrub/Scrub","ESS",0,0,1,2.056035881,0.062304118,33,1.902247366,0.070453606,27,1.511896559,0.25198276,6,0.957193817,0.040428062,0.002378121,16.77083333,0.708333333,0.041666667,0.997621879,17.47916667,2.067888958,0.060820263,34,1.818947822,0.090947391,20,"plot","invaded",0.840148699,0.032632366,0.930226064,4.414,1.365801237,0.14739229,0.85260771,1.054095818,1.201545248,0.830002539,0.293394453,0.310098784,0.87014754,1.171636321,0.310098784,0.425,1.13,"2017TEAK_029319293.484","0000000000000000009b",319293.484,42,4098322.126,"TEAK_029","TEAK",2017,"2017-07","{""type"":""Point"",""coordinates"":[-119.0312033887748,37.01370916444979]}","TEAK_029319293.4844098322.126","TEAK_029","41","unitedStates","CA","Fresno","Pacific Southwest","D17","Lower Teakettle NEON","TEAK","distributed","basePlot",NA,1600,"40m x 40m",37.013711,-119.031203,"WGS84","11N",319293.484,4098322.126,0.1,2220.37,0.14,2214.76,2227.93,11.03,45,"shrubScrub","Entisols","GeoXH 6000",20160831,400,5.7,1.5,"div",40,"TEAK_029319293.4844098322.126","2017TEAK_029319293.484"
"2176","TEAK","2017-07",2017,"TEAK_043",321054.895,4096729.277,36.999698,-119.011037,"Evergreen Forest, Shrub/Scrub","ESS",0,0,0,2.241446556,0.070045205,32,3.030449907,0.104498273,29,0.097663759,0.032554586,3,0.494646681,0.505353319,0,4.8125,4.916666667,0,1,9.729166667,2.241446556,0.070045205,32,1.935127991,0.107507111,18,"plot","not_invaded",0.772486772,0.109705008,1.42694697,15.825,1.800410061,0.102040816,0.897959184,2.543537284,3.519236367,0.649689713,1.671087446,0.541675321,0.890205071,4.209376649,0.541675321,3.565,4.95,"2017TEAK_043321054.895","0000000000000000009c",321054.895,42,4096729.277,"TEAK_043","TEAK",2017,"2017-07","{""type"":""Point"",""coordinates"":[-119.01103487471009,36.999698668939864]}","TEAK_043321054.8954096729.277","TEAK_043","41","unitedStates","CA","Fresno","Pacific Southwest","D17","Lower Teakettle NEON","TEAK","tower","basePlot",NA,1600,"40m x 40m",36.999698,-119.011037,"WGS84","11N",321054.895,4096729.277,0.1,2141.82,0.1,2130.59,2141.82,11.31,135,"evergreenForest","Entisols","GeoXH 6000",20160823,397,3.3,1.5,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40,"TEAK_043321054.8954096729.277","2017TEAK_043321054.895"
"NA.140","TEAK","2017-07",2017,"TEAK_012",321215.94,4098291.344,37.013801,-119.009599,"Evergreen Forest, Shrub/Scrub","ESS",0,0,0,2.597674672,0.123698794,21,2.413793567,0.141987857,17,1.288252305,0.322063076,4,0.923611111,0.076388889,0,2.770833333,0.229166667,0,1,3,2.597674672,0.123698794,21,2.073729211,0.148123515,14,"plot","not_invaded",0.851851852,0.052339765,11.88579949,38.481,4.057152458,0.117913832,0.882086168,10.3283128,10.04481528,0.642144306,3.875510977,0.794792603,0.918100347,7.318052982,0.794792603,7.2675,13.655,"2017TEAK_012321215.94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2182","TEAK","2017-07",2017,"TEAK_045",321693.01,4096518.103,36.997917,-119.00382,"Evergreen Forest, Shrub/Scrub","ESS",0,0,0,2.850853819,0.101816208,28,2.598840225,0.118129101,22,1.573931153,0.262321859,6,0.871287129,0.128712871,0,3.666666667,0.541666667,0,1,4.208333333,2.850853819,0.101816208,28,2.372146825,0.158143122,15,"plot","not_invaded",0.810810811,0.099827487,13.20137913,48.282,5.382111008,0.108843537,0.891156463,14.76831919,11.78328787,0.642831263,4.905676758,0.833775297,0.941385434,6.189889795,0.833775297,8.455,17.35,"2017TEAK_045321693.01","0000000000000000009e",321693.01,42,4096518.103,"TEAK_045","TEAK",2017,"2017-07","{""type"":""Point"",""coordinates"":[-119.00382450830666,36.997915028518484]}","TEAK_045321693.014096518.103","TEAK_045","41","unitedStates","CA","Fresno","Pacific Southwest","D17","Lower Teakettle NEON","TEAK","tower","basePlot",NA,1600,"40m x 40m",36.997917,-119.00382,"WGS84","11N",321693.01,4096518.103,0.48,2136.97,0.47,2133.95,2141.18,4.46,315,"evergreenForest","Entisols","GeoXH 6000",20160824,405,6.1,3.7,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40,"TEAK_045321693.014096518.103","2017TEAK_045321693.01"
"2156","TEAK","2017-07",2017,"TEAK_011",321781.785,4097208.486,37.004153,-119.002986,"Evergreen Forest, Shrub/Scrub","ESS",0,0,0,2.400400346,0.088903717,27,2.318017725,0.096584072,24,1.028183859,0.342727953,3,0.975951904,0.024048096,0,10.14583333,0.25,0,1,10.39583333,2.400400346,0.088903717,27,1.653340748,0.110222717,15,"plot","not_invaded",0.797619048,0.06416957,6.389531746,43.722,4.038949997,0.14739229,0.85260771,11.25267762,13.76339093,0.815184338,1.307263492,0.805245965,0.949261677,4.694928838,0.805245965,5.5475,12.205,"2017TEAK_011321781.785","0000000000000000009f",321781.785,42,4097208.486,"TEAK_011","TEAK",2017,"2017-07","{""type"":""Point"",""coordinates"":[-119.00298619730859,37.00415331089226]}","TEAK_011321781.7854097208.486","TEAK_011","41","unitedStates","CA","Fresno","Pacific Southwest","D17","Lower Teakettle NEON","TEAK","distributed","basePlot",NA,1600,"40m x 40m",37.004153,-119.002986,"WGS84","11N",321781.785,4097208.486,0.19,2152.39,0.2,2149.56,2154.93,5.65,315,"evergreenForest","Entisols","Geo 7X (H-Star)",20150618,528,6.4,5.8,"bet|cdw|cfc|dhp|div|hbp|vst",40,"TEAK_011321781.7854097208.486","2017TEAK_011321781.785"
"2150","TEAK","2019-07",2019,"TEAK_007",317400.497,4096818.256,36.999797,-119.052104,"Evergreen Forest, Shrub/Scrub","ESS",0,0,0,2.333046124,0.061395951,38,1.952256584,0.067319193,29,1.532000905,0.170222323,9,0.833105335,0.166894665,0,12.6875,2.541666667,0,1,15.22916667,2.333046124,0.061395951,38,2.035072005,0.119710118,17,"plot","not_invaded",0.761904762,0.074160812,5.692372032,26.695,3.924981666,0.140589569,0.859410431,6.27538191,6.346821346,0.738135417,2.20244482,0.651849636,0.943821708,3.354759453,0.651849636,4.165,8.13,"2019TEAK_007317400.497","0000000000000000008b",317400.497,42,4096818.256,"TEAK_007","TEAK",2019,"2019-07","{""type"":""Point"",""coordinates"":[-119.0521031954123,36.99979676916304]}","TEAK_007317400.4974096818.256","TEAK_007","41","unitedStates","CA","Fresno","Pacific Southwest","D17","Lower Teakettle NEON","TEAK","distributed","basePlot",NA,1600,"40m x 40m",36.999797,-119.052104,"WGS84","11N",317400.497,4096818.256,0.14,2131.28,0.14,2127.94,2135.48,8.53,350,"evergreenForest","Entisols","GeoXH 6000",20160921,354,3.5,1.7,"bet|cdw|cfc|dhp|div|hbp|vst",40,"TEAK_007317400.4974096818.256","2019TEAK_007317400.497"
"2143","TEAK","2019-07",2019,"TEAK_010",317703.194,4098436.45,37.014434,-119.049096,"Evergreen Forest, Shrub/Scrub","ESS",0,0,0,2.13794527,0.068965976,31,1.749029624,0.079501347,22,1.345764066,0.149529341,9,0.828654405,0.171345595,0,17.83333333,3.6875,0,1,21.52083333,2.13794527,0.068965976,31,1.794570656,0.112160666,16,"plot","not_invaded",0.804347826,0.063299233,10.03318814,40.482,5.467324805,0.120181406,0.879818594,12.59401808,11.80449257,0.655256153,2.085137984,0.781401752,0.955381296,3.684595771,0.781401752,8.2075,18.405,"2019TEAK_010317703.194","0000000000000000008c",317703.194,42,4098436.45,"TEAK_010","TEAK",2019,"2019-07","{""type"":""Point"",""coordinates"":[-119.04909776130229,37.0144359979215]}","TEAK_010317703.1944098436.45","TEAK_010","41","unitedStates","CA","Fresno","Pacific Southwest","D17","Lower Teakettle NEON","TEAK","distributed","basePlot",NA,1600,"40m x 40m",37.014434,-119.049096,"WGS84","11N",317703.194,4098436.45,0.11,2221.58,0.14,2218.39,2228.18,2.86,37,"evergreenForest","Entisols","Geo 7X (H-Star)",20160920,435,6,3.1,"bet|cdw|cfc|dhp|div|hbp|vst",40,"TEAK_010317703.1944098436.45","2019TEAK_010317703.194"
"2135","TEAK","2019-07",2019,"TEAK_004",318811.023,4096997.789,37.001687,-119.036304,"Evergreen Forest, Shrub/Scrub","ESS",0,0,0,2.161797533,0.074544743,29,1.579550416,0.087752801,18,1.829600317,0.166327302,11,0.779783394,0.220216606,0,9,2.541666667,0,1,11.54166667,2.161797533,0.074544743,29,1.912313604,0.112489036,17,"plot","not_invaded",0.832116788,0.044888559,3.709742347,32.429,2.630625191,0.115646259,0.884353741,7.221987691,7.068588498,0.577412027,1.404392722,0.711469664,0.937913794,4.499697594,0.711469664,6.66,13.1,"2019TEAK_004318811.023","0000000000000000008d",318811.023,42,4096997.789,"TEAK_004","TEAK",2019,"2019-07","{""type"":""Point"",""coordinates"":[-119.03630460037994,37.00168742800971]}","TEAK_004318811.0234096997.789","TEAK_004","41","unitedStates","CA","Fresno","Pacific Southwest","D17","Lower Teakettle NEON","TEAK","distributed","basePlot",NA,1600,"40m x 40m",37.001687,-119.036304,"WGS84","11N",318811.023,4096997.789,0.09,2190.47,0.13,2188.44,2193.54,5.2,135,"evergreenForest","Entisols","Geo 7X (H-Star)",20150617,707,3.5,1.7,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40,"TEAK_004318811.0234096997.789","2019TEAK_004318811.023"
"2141","TEAK","2019-07",2019,"TEAK_003",321123.175,4098200.103,37.012962,-119.010619,"Evergreen Forest, Shrub/Scrub","ESS",0,0,0,1.560649503,0.070938614,22,1.302944805,0.08143405,16,1.456223321,0.242703887,6,0.932415519,0.067584481,0,15.52083333,1.125,0,1,16.64583333,1.560649503,0.070938614,22,0.930756014,0.066482572,14,"plot","not_invaded",0.7,0.104878049,4.518510363,25.196,2.668512401,0.124716553,0.875283447,6.302685537,5.404198343,0.65501128,1.769676087,0.658699223,0.911636026,5.102447304,0.658699223,4.36,6.885,"2019TEAK_003321123.175","0000000000000000008e",321123.175,42,4098200.103,"TEAK_003","TEAK",2019,"2019-07","{""type"":""Point"",""coordinates"":[-119.01062017831211,37.012964494573865]}","TEAK_003321123.1754098200.103","TEAK_003","41","unitedStates","CA","Fresno","Pacific Southwest","D17","Lower Teakettle NEON","TEAK","distributed","basePlot",NA,1600,"40m x 40m",37.012962,-119.010619,"WGS84","11N",321123.175,4098200.103,0.11,2201.09,0.11,2197.34,2205.01,1.15,320,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20160926,490,141.3,99.9,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40,"TEAK_003321123.1754098200.103","2019TEAK_003321123.175"
"NA.147","TEAK","2019-07",2019,"TEAK_012",321215.94,4098291.344,37.013801,-119.009599,"Evergreen Forest, Shrub/Scrub","ESS",0,0,0,1.983440962,0.090156407,22,1.70589422,0.106618389,16,1.609690283,0.268281714,6,0.917218543,0.082781457,0,5.770833333,0.520833333,0,1,6.291666667,1.983440962,0.090156407,22,1.712930118,0.122352151,14,"plot","not_invaded",0.736842105,0.158991228,12.25734848,39.235,4.31344168,0.102040816,0.897959184,10.67548711,10.80816424,0.787091805,5.219700479,0.7753653,0.951487631,3.882111541,0.7753653,4.9,11.75,"2019TEAK_012321215.94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
